order_id,order_date,product_id,quantity,price,region,marketplace,status
508510,2024-09-01,1019.0,1,2180.0,Москва,Wildberries,Доставлен
508692,2024-09-05,1026.0,2,2160.0,Москва,Ozon,Доставлен
500891,2024-02-01,1010.0,3,1210.0,,Wildberries,Доставлен
503197,2024-03-28,1026.0,1,2600.0,Москва,Wildberries,Доставлен
509812,2024-10-05,1008.0,1,3990.0,Регионы,Wildberries,Доставлен
500038,2024-01-02,1013.0,1,2370.0,Регионы,Ozon,Доставлен
504784,2024-05-13,1012.0,1,2900.0,Екатеринбург,Ozon,Доставлен
513068,2024-12-14,1017.0,1,1660.0,Санкт-Петербург,Wildberries,Доставлен
509860,2024-10-06,1022.0,1,1590.0,Москва,Ozon,Доставлен
504975,2024-05-20,1014.0,1,2300.0,Санкт-Петербург,Wildberries,Доставлен
505207,2024-05-28,1010.0,1,1250.0,Санкт-Петербург,Wildberries,Доставлен
508172,2024-08-24,1013.0,1,2250.0,Регионы,Wildberries,Доставлен
506086,2024-06-24,1021.0,1,1530.0,Москва,Ozon,Доставлен
501181,2024-02-09,1015.0,2,2240.0,Санкт-Петербург,Ozon,Доставлен
500174,2024-01-06,1005.0,3,2300.0,Новосибирск,Wildberries,Доставлен
504992,2024-05-21,1001.0,2,1230.0,Москва,Ozon,Доставлен
513155,2024-12-15,1024.0,1,3560.0,Регионы,Wildberries,Доставлен
505724,2024-06-14,1007.0,2,1080.0,Регионы,Wildberries,Отменён
506213,2024-06-29,1002.0,2,3490.0,Москва,Ozon,Доставлен
508879,2024-09-10,1024.0,1,3540.0,Санкт-Петербург,Wildberries,Доставлен
512910,2024-12-11,1023.0,2,1030.0,Екатеринбург,Wildberries,Доставлен
506009,2024-06-22,1012.0,3,2910.0,Москва,Ozon,Доставлен
507835,2024-08-15,1020.0,1,1540.0,Екатеринбург,Wildberries,Доставлен
511229,2024-11-12,1004.0,1,2390.0,Екатеринбург,Wildberries,Доставлен
507065,2024-07-26,1009.0,1,1620.0,Регионы,Wildberries,Доставлен
510490,2024-10-26,1006.0,1,3980.0,Регионы,Wildberries,Доставлен
502373,2024-03-11,1020.0,1,1490.0,Москва,Wildberries,Отменён
510502,2024-10-26,1013.0,1,2100.0,Екатеринбург,Wildberries,Доставлен
509089,2024-09-16,1007.0,3,1280.0,Москва,Ozon,Доставлен
513528,2024-12-22,1007.0,1,1290.0,Регионы,Wildberries,Возврат
513272,2024-12-17,1022.0,1,1610.0,Регионы,Ozon,Доставлен
504582,2024-05-07,1011.0,1,3980.0,Регионы,Ozon,Доставлен
500470,2024-01-17,1019.0,1,2150.0,Москва,Wildberries,Доставлен
507959,2024-08-19,1003.0,1,3000.0,Москва,Ozon,Доставлен
512499,2024-12-05,1015.0,1,2060.0,Москва,Wildberries,Возврат
503304,2024-03-31,1001.0,1,1120.0,Регионы,Wildberries,Доставлен
511275,2024-11-12,1026.0,1,2490.0,Санкт-Петербург,Wildberries,Доставлен
508694,2024-09-06,1001.0,1,1160.0,Санкт-Петербург,Wildberries,Доставлен
507264,2024-08-01,1005.0,1,2400.0,Санкт-Петербург,Ozon,Доставлен
501101,2024-02-07,1011.0,1,3520.0,Санкт-Петербург,Ozon,Возврат
500159,2024-01-05,1024.0,1,3280.0,Москва,Ozon,Возврат
507204,2024-07-30,1010.0,2,1370.0,Санкт-Петербург,Wildberries,Доставлен
507363,2024-08-03,1015.0,1,2050.0,Екатеринбург,Ozon,Возврат
506621,2024-07-11,1025.0,1,2610.0,Москва,Ozon,Доставлен
506682,2024-07-13,1021.0,1,1450.0,Москва,Wildberries,Доставлен
502295,2024-03-10,1002.0,1,4230.0,Москва,Wildberries,Доставлен
501638,2024-02-23,1008.0,1,4480.0,Москва,Wildberries,Доставлен
510143,2024-10-15,1018.0,1,840.0,Екатеринбург,Wildberries,Доставлен
502701,2024-03-18,1023.0,1,840.0,Санкт-Петербург,Wildberries,Доставлен
514119,2024-12-31,1024.0,2,3190.0,Москва,Ozon,Доставлен
500930,2024-02-02,1016.0,1,2390.0,Регионы,Wildberries,Доставлен
509487,2024-09-26,1008.0,1,5020.0,Санкт-Петербург,Wildberries,Возврат
502372,2024-03-11,1019.0,1,2070.0,Регионы,Ozon,Возврат
501179,2024-02-09,1014.0,1,2700.0,Регионы,Wildberries,Возврат
500003,2024-01-01,1002.0,1,3950.0,Регионы,Ozon,Доставлен
506934,2024-07-21,1021.0,1,1410.0,Москва,Wildberries,Доставлен
509005,2024-09-14,1004.0,1,2650.0,Регионы,Wildberries,Доставлен
507882,2024-08-16,1019.0,1,2070.0,Санкт-Петербург,Ozon,Доставлен
502746,2024-03-19,1023.0,1,1020.0,Новосибирск,Wildberries,Доставлен
507701,2024-08-12,1010.0,1,1130.0,Санкт-Петербург,Wildberries,Доставлен
500800,2024-01-28,1026.0,1,2500.0,Санкт-Петербург,Wildberries,Отменён
505740,2024-06-14,1018.0,1,860.0,Регионы,Wildberries,Доставлен
504155,2024-04-24,1012.0,1,3200.0,Регионы,Wildberries,Доставлен
513598,2024-12-23,1011.0,1,3350.0,Екатеринбург,Ozon,Доставлен
500308,2024-01-11,1010.0,1,1180.0,Москва,Wildberries,Доставлен
511245,2024-11-12,1009.0,1,1980.0,Регионы,Wildberries,Доставлен
512961,2024-12-12,1020.0,1,1300.0,Москва,Wildberries,Доставлен
500022,2024-01-01,1017.0,1,1650.0,Регионы,Wildberries,Возврат
502596,2024-03-16,1002.0,1,3490.0,Екатеринбург,Ozon,Отменён
511148,2024-11-10,1011.0,1,3540.0,Санкт-Петербург,Ozon,Доставлен
510064,2024-10-13,1008.0,1,4440.0,Регионы,Wildberries,Доставлен
507752,2024-08-13,1013.0,1,2340.0,Регионы,Ozon,Доставлен
501749,2024-02-26,1024.0,1,3100.0,Москва,Wildberries,Доставлен
504729,2024-05-11,1023.0,1,1010.0,Регионы,Ozon,Доставлен
506311,2024-07-02,1008.0,1,4050.0,Регионы,Wildberries,Отменён
509825,2024-10-05,1022.0,2,1620.0,Регионы,Ozon,Доставлен
513108,2024-12-15,1004.0,1,2780.0,Новосибирск,Wildberries,Доставлен
507172,2024-07-29,1011.0,2,3820.0,Регионы,Ozon,Возврат
505968,2024-06-20,1023.0,1,970.0,Новосибирск,Wildberries,Доставлен
504749,2024-05-12,1015.0,1,2240.0,Москва,Wildberries,Отменён
514002,2024-12-30,1004.0,1,2770.0,Регионы,Wildberries,Доставлен
501993,2024-03-03,1026.0,1,2150.0,Регионы,Wildberries,Доставлен
508722,2024-09-06,1023.0,1,980.0,Москва,Ozon,Доставлен
509200,2024-09-19,1010.0,2,1230.0,Регионы,Ozon,Доставлен
507955,2024-08-19,1001.0,1,1250.0,Москва,Ozon,Доставлен
508292,2024-08-26,1022.0,2,1470.0,Регионы,Wildberries,Доставлен
502210,2024-03-08,1003.0,2,3240.0,Регионы,Wildberries,Доставлен
510228,2024-10-18,1007.0,2,1180.0,Регионы,Wildberries,Доставлен
502915,2024-03-23,1010.0,1,1210.0,Москва,Wildberries,Доставлен
512275,2024-12-02,1002.0,1,3670.0,Регионы,Wildberries,Возврат
502992,2024-03-25,1002.0,1,3760.0,Москва,Ozon,Доставлен
506687,2024-07-14,1001.0,1,1350.0,Москва,Wildberries,Возврат
512107,2024-11-29,1001.0,1,1380.0,Екатеринбург,Wildberries,Доставлен
506378,2024-07-04,1013.0,1,2120.0,Москва,Wildberries,Отменён
507794,2024-08-14,1015.0,1,2300.0,Регионы,Ozon,Доставлен
506095,2024-06-25,1001.0,1,1340.0,Москва,Ozon,Доставлен
501815,2024-02-29,1002.0,1,3410.0,Москва,Wildberries,Доставлен
507180,2024-07-29,1019.0,1,2390.0,Москва,Wildberries,Возврат
507189,2024-07-29,1021.0,1,1390.0,Санкт-Петербург,Wildberries,Доставлен
509516,2024-09-27,1002.0,3,3960.0,Новосибирск,Ozon,Доставлен
507990,2024-08-19,1020.0,1,1350.0,Регионы,Ozon,Доставлен
510164,2024-10-16,1008.0,1,4040.0,Регионы,Wildberries,Доставлен
506903,2024-07-20,1021.0,1,1630.0,Санкт-Петербург,Wildberries,Доставлен
502544,2024-03-15,1003.0,2,3650.0,Москва,Ozon,Доставлен
502388,2024-03-11,1025.0,1,2860.0,Москва,Wildberries,Доставлен
503991,2024-04-19,1025.0,1,3150.0,Москва,Wildberries,Доставлен
503432,2024-04-03,1006.0,1,3790.0,Регионы,Ozon,Доставлен
502261,2024-03-09,1003.0,2,3280.0,Санкт-Петербург,Wildberries,Доставлен
513890,2024-12-28,1010.0,1,1180.0,Регионы,Wildberries,Доставлен
501545,2024-02-20,1021.0,2,1620.0,Регионы,Ozon,Доставлен
500195,2024-01-06,1024.0,2,3730.0,Регионы,Wildberries,Доставлен
511252,2024-11-12,1012.0,1,3110.0,Москва,Wildberries,Отменён
505788,2024-06-16,1009.0,1,1840.0,Новосибирск,Wildberries,Возврат
505258,2024-05-30,1002.0,1,4050.0,Новосибирск,Wildberries,Доставлен
501910,2024-03-02,1006.0,2,4180.0,Регионы,Wildberries,Доставлен
501113,2024-02-07,1019.0,1,2240.0,Регионы,Wildberries,Возврат
501344,2024-02-14,1007.0,1,1330.0,Регионы,Ozon,Доставлен
505686,2024-06-12,1024.0,1,3080.0,Екатеринбург,Wildberries,Возврат
512171,2024-11-30,1002.0,1,3510.0,Москва,Wildberries,Возврат
507538,2024-08-08,1007.0,1,1170.0,Регионы,Wildberries,Доставлен
510138,2024-10-15,1016.0,1,2490.0,Новосибирск,Wildberries,Доставлен
513284,2024-12-17,1026.0,1,2690.0,Москва,Wildberries,Доставлен
500886,2024-02-01,1004.0,1,2380.0,Регионы,Wildberries,Доставлен
508050,2024-08-21,1007.0,2,1090.0,Санкт-Петербург,Wildberries,Доставлен
503677,2024-04-11,1013.0,1,2560.0,Регионы,Wildberries,Возврат
511558,2024-11-18,1007.0,2,1050.0,Москва,Wildberries,Доставлен
510098,2024-10-14,1010.0,1,1280.0,Екатеринбург,Ozon,Доставлен
503341,2024-03-31,1022.0,1,1410.0,Новосибирск,Wildberries,Доставлен
513302,2024-12-18,1007.0,1,1090.0,Регионы,Wildberries,Отменён
506464,2024-07-06,1025.0,1,2770.0,Санкт-Петербург,Ozon,Доставлен
509951,2024-10-09,1023.0,1,880.0,Екатеринбург,Wildberries,Возврат
502390,2024-03-11,1026.0,1,2290.0,Москва,Wildberries,Доставлен
511959,2024-11-25,1021.0,3,1360.0,Москва,Wildberries,Доставлен
503661,2024-04-11,1002.0,1,3750.0,Москва,Wildberries,Доставлен
513721,2024-12-25,1013.0,1,2540.0,Регионы,Wildberries,Доставлен
503878,2024-04-16,1025.0,1,3160.0,Санкт-Петербург,Wildberries,Доставлен
512403,2024-12-04,1005.0,1,2670.0,Екатеринбург,Wildberries,Отменён
503558,2024-04-07,1023.0,1,880.0,Регионы,Ozon,Доставлен
504207,2024-04-26,1009.0,1,1970.0,Регионы,Ozon,Доставлен
504730,2024-05-11,1026.0,1,2430.0,Санкт-Петербург,Wildberries,Доставлен
503447,2024-04-03,1020.0,1,1360.0,Регионы,Ozon,Доставлен
508894,2024-09-11,1007.0,1,1070.0,Регионы,Wildberries,Доставлен
509306,2024-09-21,1025.0,1,2930.0,Москва,Ozon,Доставлен
513792,2024-12-26,1021.0,1,1630.0,Новосибирск,Wildberries,Доставлен
512414,2024-12-04,1007.0,1,1100.0,Москва,Ozon,Доставлен
511044,2024-11-08,1006.0,1,4310.0,Санкт-Петербург,Wildberries,Доставлен
506120,2024-06-25,1026.0,2,2230.0,Москва,Ozon,Доставлен
505786,2024-06-16,1007.0,1,1210.0,Санкт-Петербург,Wildberries,Доставлен
503748,2024-04-13,1016.0,1,2210.0,Москва,Ozon,Доставлен
509091,2024-09-16,1009.0,2,1600.0,Регионы,Wildberries,Возврат
509232,2024-09-20,1007.0,1,1310.0,Регионы,Ozon,Доставлен
500066,2024-01-03,1010.0,2,1120.0,Екатеринбург,Wildberries,Доставлен
504381,2024-05-01,1011.0,1,3370.0,Екатеринбург,Ozon,Доставлен
510988,2024-11-06,1026.0,1,2550.0,Екатеринбург,Wildberries,Доставлен
512412,2024-12-04,1007.0,1,1250.0,Регионы,Ozon,Доставлен
510431,2024-10-24,1008.0,1,4650.0,Москва,Wildberries,Доставлен
500846,2024-01-30,1015.0,1,2060.0,Регионы,Wildberries,Доставлен
506931,2024-07-21,1020.0,1,1580.0,Новосибирск,Ozon,Доставлен
513956,2024-12-29,1007.0,1,1140.0,Москва,Ozon,Возврат
512766,2024-12-09,1026.0,1,2260.0,Москва,Ozon,Доставлен
506164,2024-06-27,1012.0,1,2910.0,Москва,Wildberries,Доставлен
510649,2024-10-30,1009.0,1,1680.0,Санкт-Петербург,Ozon,Доставлен
507507,2024-08-07,1017.0,1,1550.0,Екатеринбург,Ozon,Доставлен
500806,2024-01-29,1008.0,1,4380.0,Санкт-Петербург,Ozon,Доставлен
511854,2024-11-23,1016.0,1,2530.0,Москва,Ozon,Доставлен
502757,2024-03-20,1002.0,1,3980.0,Регионы,Ozon,Доставлен
507590,2024-08-09,1015.0,1,2170.0,Москва,Wildberries,Отменён
511693,2024-11-20,1016.0,1,2250.0,Регионы,Ozon,Доставлен
512440,2024-12-04,1019.0,1,1990.0,Регионы,Wildberries,Отменён
502946,2024-03-24,1001.0,2,1210.0,Регионы,Ozon,Доставлен
508053,2024-08-21,1012.0,2,3310.0,Санкт-Петербург,Wildberries,Доставлен
504017,2024-04-20,1019.0,1,2320.0,Регионы,Wildberries,Возврат
512146,2024-11-29,1016.0,2,2500.0,Регионы,Ozon,Доставлен
504918,2024-05-18,1016.0,1,2510.0,Москва,Wildberries,Доставлен
502939,2024-03-23,1025.0,1,2950.0,Новосибирск,Ozon,Доставлен
508074,2024-08-21,,1,990.0,Москва,Ozon,Доставлен
505539,2024-06-08,1009.0,2,1790.0,Москва,Ozon,Доставлен
512480,2024-12-05,1008.0,1,4200.0,Санкт-Петербург,Wildberries,Доставлен
507870,2024-08-16,1017.0,1,1700.0,Екатеринбург,Wildberries,Доставлен
501663,2024-02-24,1003.0,2,3480.0,Регионы,Ozon,Доставлен
510873,2024-11-03,1026.0,1,2190.0,Екатеринбург,Wildberries,Доставлен
501185,2024-02-09,1020.0,1,1570.0,Новосибирск,Ozon,Возврат
503038,2024-03-25,1026.0,1,2640.0,Санкт-Петербург,Ozon,Доставлен
508428,2024-08-30,1014.0,2,2230.0,Регионы,Ozon,Доставлен
508358,2024-08-28,1020.0,1,1590.0,Санкт-Петербург,Ozon,Доставлен
512673,2024-12-08,1011.0,1,3290.0,Новосибирск,Ozon,Доставлен
503163,2024-03-28,1008.0,1,5040.0,Москва,Wildberries,Доставлен
507047,2024-07-25,1020.0,1,1440.0,Регионы,Wildberries,Доставлен
509573,2024-09-28,1019.0,1,2250.0,Екатеринбург,Wildberries,Отменён
504250,2024-04-27,1011.0,1,3700.0,Москва,Wildberries,Доставлен
508215,2024-08-25,1012.0,1,2810.0,Регионы,Wildberries,Доставлен
504837,2024-05-15,1023.0,1,1050.0,Москва,Ozon,Доставлен
500733,2024-01-26,1024.0,1,3420.0,Санкт-Петербург,Wildberries,Возврат
502416,2024-03-12,1016.0,1,2500.0,Санкт-Петербург,Wildberries,Доставлен
511212,2024-11-11,1019.0,1,2140.0,Москва,Wildberries,Доставлен
502554,2024-03-15,1007.0,1,1200.0,Москва,Wildberries,Доставлен
511478,2024-11-16,1017.0,1,1690.0,Москва,Wildberries,Доставлен
508675,2024-09-05,1016.0,1,2650.0,Регионы,Ozon,Доставлен
514057,2024-12-30,1021.0,1,1500.0,Регионы,Ozon,Доставлен
506838,2024-07-18,1018.0,2,780.0,Москва,Wildberries,Возврат
505464,2024-06-05,1015.0,1,2580.0,Новосибирск,Wildberries,Доставлен
509917,2024-10-08,1015.0,2,2540.0,Москва,Wildberries,Возврат
508745,2024-09-07,1006.0,1,4020.0,Санкт-Петербург,Wildberries,Доставлен
502655,2024-03-17,1021.0,1,1390.0,Новосибирск,Wildberries,Доставлен
505028,2024-05-22,1002.0,1,3810.0,Москва,Wildberries,Доставлен
508246,2024-08-26,1001.0,1,1120.0,Москва,Wildberries,Отменён
502039,2024-03-04,1025.0,2,2820.0,Санкт-Петербург,Wildberries,Доставлен
511013,2024-11-07,1015.0,1,2570.0,Регионы,Ozon,Доставлен
509890,2024-10-07,1018.0,1,700.0,Регионы,Ozon,Доставлен
506446,2024-07-06,1017.0,1,1590.0,Санкт-Петербург,Ozon,Доставлен
506327,2024-07-02,1019.0,2,2270.0,Екатеринбург,Ozon,Доставлен
501617,2024-02-22,1019.0,1,2130.0,Регионы,Ozon,Доставлен
512393,2024-12-03,1026.0,1,2440.0,Новосибирск,Ozon,Доставлен
507936,2024-08-18,1012.0,1,2750.0,Санкт-Петербург,Wildberries,Доставлен
510895,2024-11-04,1014.0,1,2590.0,Новосибирск,Wildberries,Доставлен
500540,2024-01-19,1018.0,2,730.0,Регионы,Ozon,Доставлен
505081,2024-05-24,1008.0,1,4460.0,Санкт-Петербург,Wildberries,Доставлен
512650,2024-12-08,1004.0,1,2770.0,Москва,Ozon,Доставлен
510435,2024-10-24,1010.0,1,1280.0,Регионы,Wildberries,Доставлен
509465,2024-09-25,1021.0,1,1420.0,Екатеринбург,Wildberries,Доставлен
508674,2024-09-05,1016.0,1,2600.0,Санкт-Петербург,Wildberries,Доставлен
502552,2024-03-15,1007.0,1,1170.0,Екатеринбург,Wildberries,Доставлен
509550,2024-09-28,1003.0,1,3210.0,Москва,Ozon,Доставлен
506040,2024-06-23,1008.0,1,4970.0,Санкт-Петербург,Wildberries,Возврат
501011,2024-02-04,1015.0,2,2360.0,Москва,Ozon,Доставлен
504908,2024-05-18,1012.0,2,3040.0,Москва,Ozon,Доставлен
502018,2024-03-04,1018.0,1,780.0,Регионы,Wildberries,Доставлен
504511,2024-05-05,1004.0,1,2430.0,Москва,Wildberries,Доставлен
505052,2024-05-23,1003.0,2,3400.0,Екатеринбург,Ozon,Доставлен
502071,2024-03-05,1013.0,1,2310.0,Москва,Ozon,Доставлен
512872,2024-12-11,1011.0,1,3310.0,Санкт-Петербург,Wildberries,Отменён
511195,2024-11-11,1009.0,2,1710.0,Санкт-Петербург,Wildberries,Возврат
501814,2024-02-29,1002.0,1,4100.0,Москва,Ozon,Доставлен
513053,2024-12-14,1009.0,1,1650.0,Санкт-Петербург,Wildberries,Доставлен
508186,2024-08-24,1020.0,1,1390.0,Регионы,Wildberries,Доставлен
514023,2024-12-30,1009.0,2,2020.0,Новосибирск,Wildberries,Доставлен
508947,2024-09-12,1017.0,2,1580.0,Москва,Ozon,Возврат
511317,2024-11-13,1014.0,1,2630.0,Регионы,Wildberries,Доставлен
508755,2024-09-07,1015.0,1,2550.0,Екатеринбург,Wildberries,Доставлен
501062,2024-02-06,1008.0,1,5020.0,Санкт-Петербург,Wildberries,Доставлен
513523,2024-12-22,1005.0,1,2800.0,Регионы,Ozon,Доставлен
512088,2024-11-28,1016.0,1,2450.0,Регионы,Wildberries,Доставлен
500452,2024-01-16,1026.0,1,2170.0,Регионы,Wildberries,Доставлен
512776,2024-12-10,1004.0,1,2630.0,Екатеринбург,Wildberries,Доставлен
511365,2024-11-14,1009.0,1,1990.0,Новосибирск,Ozon,Доставлен
512918,2024-12-11,1026.0,1,2620.0,Екатеринбург,Wildberries,Доставлен
508743,2024-09-07,1006.0,1,3900.0,Регионы,Wildberries,Доставлен
513581,2024-12-23,1005.0,1,2390.0,Регионы,Wildberries,Доставлен
502186,2024-03-07,1016.0,1,2490.0,Москва,Ozon,Доставлен
504808,2024-05-14,1014.0,2,2250.0,Екатеринбург,Wildberries,Доставлен
504472,2024-05-03,1022.0,2,1670.0,Санкт-Петербург,Ozon,Доставлен
503637,2024-04-10,1010.0,1,1150.0,Москва,Wildberries,Доставлен
